i,centro_x,centro_y,radio,color_r,color_g,color_b
6866,46.5,274.5,2.26,107.0,107.0,107.0
6867,50.5,274.5,2.26,109.0,109.0,109.0
6868,54.5,274.5,2.26,118.0,118.0,118.0
6869,58.5,274.5,2.26,105.0,105.0,105.0
6870,62.5,274.5,2.26,107.0,107.0,107.0
6871,66.5,274.5,2.26,102.0,102.0,102.0
6872,70.5,274.5,2.26,104.0,104.0,104.0
6873,74.5,274.5,2.26,103.0,103.0,103.0
6874,78.23,274.77,2.03,85.0,85.0,85.0
6875,82.35,274.65,2.52,19.0,19.0,19.0
6876,86.5,274.5,2.26,26.0,26.0,26.0
6877,90.5,274.5,2.26,35.0,35.0,35.0
6878,94.5,274.5,2.26,11.0,11.0,11.0
6879,98.5,274.5,2.26,5.0,5.0,5.0
6880,102.5,274.5,2.26,28.0,28.0,28.0
6881,106.5,274.5,2.26,54.0,54.0,54.0
6882,110.5,274.5,2.26,66.0,66.0,66.0
6883,114.5,274.5,2.26,54.0,54.0,54.0
6884,118.5,274.5,2.26,63.0,63.0,63.0
6885,122.5,274.5,2.26,67.0,67.0,67.0
6886,126.5,274.5,2.26,75.0,75.0,75.0
6887,130.5,274.5,2.26,72.0,72.0,72.0
6888,134.5,274.5,2.26,88.0,88.0,88.0
6889,138.5,274.5,2.26,117.0,117.0,117.0
6890,142.5,274.5,2.26,133.0,133.0,133.0
6891,146.5,274.5,2.26,138.0,138.0,138.0
6892,150.5,274.5,2.26,152.0,152.0,152.0
6893,154.5,274.5,2.26,157.0,157.0,157.0
6894,158.5,274.5,2.26,154.0,154.0,154.0
6895,162.5,274.5,2.26,155.0,155.0,155.0
6896,166.5,274.5,2.26,131.0,131.0,131.0
6897,170.5,274.5,2.26,121.0,121.0,121.0
6898,174.5,274.5,2.26,123.0,123.0,123.0
6899,178.5,274.5,2.26,119.0,119.0,119.0
6900,182.5,274.5,2.26,147.0,147.0,147.0
6901,186.5,274.5,2.26,120.0,120.0,120.0
6902,190.5,274.5,2.26,99.0,99.0,99.0
6903,194.5,274.5,2.26,110.0,110.0,110.0
6904,198.5,274.5,2.26,168.0,168.0,168.0
6905,202.5,274.5,2.26,198.0,198.0,198.0
6906,206.5,274.5,2.26,201.0,201.0,201.0
6907,210.5,274.5,2.26,205.0,205.0,205.0
6908,214.5,274.5,2.26,206.0,206.0,206.0
6909,218.5,274.5,2.26,209.0,209.0,209.0
6910,222.5,274.5,2.26,207.0,207.0,207.0
6911,226.5,274.5,2.26,211.0,211.0,211.0
6912,230.5,274.5,2.26,209.0,209.0,209.0
6913,234.5,274.5,2.26,207.0,207.0,207.0
6914,238.5,274.5,2.26,209.0,209.0,209.0
6915,242.5,274.5,2.26,212.0,212.0,212.0
6916,246.5,274.5,2.26,198.0,198.0,198.0
6917,250.5,274.5,2.26,179.0,179.0,179.0
6918,254.5,274.5,2.26,181.0,181.0,181.0
6919,258.5,274.5,2.26,191.0,191.0,191.0
6920,262.5,274.5,2.26,196.0,196.0,196.0
6921,266.5,274.5,2.26,205.0,205.0,205.0
6922,270.5,274.5,2.26,207.0,207.0,207.0
6923,274.5,274.5,2.26,211.0,211.0,211.0
6924,278.5,274.5,2.26,189.0,189.0,189.0
6925,282.5,274.5,2.26,162.0,162.0,162.0
6926,286.5,274.5,2.26,161.0,161.0,161.0
6927,290.5,274.5,2.26,141.0,141.0,141.0
6928,294.5,274.5,2.26,183.0,183.0,183.0
6929,302.35,274.41,2.33,126.0,126.0,126.0
6930,306.5,274.5,2.26,142.0,142.0,142.0
6931,310.5,274.5,2.26,134.0,134.0,134.0
6932,314.5,274.5,2.26,111.0,111.0,111.0
6933,318.5,274.5,2.26,90.0,90.0,90.0
6934,322.5,274.5,2.26,97.0,97.0,97.0
6935,326.5,274.5,2.26,94.0,94.0,94.0
6936,330.5,274.5,2.26,96.0,96.0,96.0
6937,334.5,274.5,2.26,100.0,100.0,100.0
6938,338.5,274.5,2.26,97.0,97.0,97.0
6939,342.5,274.5,2.26,98.0,98.0,98.0
6940,346.5,274.5,2.26,98.0,98.0,98.0
6941,350.5,274.5,2.26,99.0,99.0,99.0
6942,354.5,274.5,2.26,98.0,98.0,98.0
6943,358.5,274.5,2.26,99.0,99.0,99.0
6944,362.5,274.5,2.26,98.0,98.0,98.0
6945,366.5,274.5,2.26,99.0,99.0,99.0
6946,370.5,274.5,2.26,96.0,96.0,96.0
6947,374.5,274.5,2.26,101.0,101.0,101.0
6948,378.5,274.5,2.26,97.0,97.0,97.0
6949,382.5,274.5,2.26,95.0,95.0,95.0
6950,386.5,274.5,2.26,102.0,102.0,102.0
6951,390.5,274.5,2.26,99.0,99.0,99.0
6952,394.5,274.5,2.26,99.0,99.0,99.0
6953,398.5,274.5,2.26,98.0,98.0,98.0
6954,402.0,274.5,1.95,98.0,98.0,98.0
6955,2.0,278.5,2.52,117.0,117.0,117.0
6956,6.5,278.5,2.26,113.0,113.0,113.0
6957,10.5,278.5,2.26,111.0,111.0,111.0
6958,14.5,278.5,2.26,114.0,114.0,114.0
6959,18.5,278.5,2.26,114.0,114.0,114.0
6960,22.5,278.5,2.26,112.0,112.0,112.0
6961,26.5,278.5,2.26,113.0,113.0,113.0
6962,30.5,278.5,2.26,110.0,110.0,110.0
6963,34.5,278.5,2.26,110.0,110.0,110.0
6964,38.5,278.5,2.26,115.0,115.0,115.0
6965,42.5,278.5,2.26,114.0,114.0,114.0
6966,46.5,278.5,2.26,107.0,107.0,107.0
6967,50.5,278.5,2.26,110.0,110.0,110.0
6968,54.5,278.5,2.26,107.0,107.0,107.0
6969,58.5,278.5,2.26,99.0,99.0,99.0
6970,62.5,278.5,2.26,107.0,107.0,107.0
6971,66.5,278.5,2.26,104.0,104.0,104.0
6972,70.5,278.5,2.26,103.0,103.0,103.0
6973,74.5,278.5,2.26,106.0,106.0,106.0
6974,78.5,278.5,2.26,102.0,102.0,102.0
6975,82.36,278.71,2.11,94.0,94.0,94.0
6976,86.5,278.5,2.26,86.0,86.0,86.0
6977,90.59,278.65,2.33,33.0,33.0,33.0
6978,94.5,278.5,2.26,21.0,21.0,21.0
6979,98.5,278.5,2.26,4.0,4.0,4.0
6980,102.5,278.5,2.26,29.0,29.0,29.0
6981,106.5,278.5,2.26,59.0,59.0,59.0
6982,110.5,278.5,2.26,57.0,57.0,57.0
6983,114.5,278.5,2.26,66.0,66.0,66.0
6984,118.5,278.5,2.26,68.0,68.0,68.0
6985,122.5,278.5,2.26,76.0,76.0,76.0
6986,126.5,278.5,2.26,80.0,80.0,80.0
6987,130.5,278.5,2.26,75.0,75.0,75.0
6988,134.5,278.5,2.26,97.0,97.0,97.0
6989,138.5,278.5,2.26,122.0,122.0,122.0
6990,142.5,278.5,2.26,128.0,128.0,128.0
6991,146.5,278.5,2.26,136.0,136.0,136.0
6992,150.5,278.5,2.26,132.0,132.0,132.0
6993,154.5,278.5,2.26,147.0,147.0,147.0
6994,158.5,278.5,2.26,154.0,154.0,154.0
6995,162.5,278.5,2.26,153.0,153.0,153.0
6996,166.5,278.5,2.26,148.0,148.0,148.0
6997,170.5,278.5,2.26,144.0,144.0,144.0
6998,174.5,278.5,2.26,133.0,133.0,133.0
6999,178.5,278.5,2.26,153.0,153.0,153.0
7000,182.5,278.5,2.26,164.0,164.0,164.0
7001,186.5,278.5,2.26,138.0,138.0,138.0
7002,190.5,278.5,2.26,132.0,132.0,132.0
7003,194.5,278.5,2.26,141.0,141.0,141.0
7004,198.5,278.5,2.26,183.0,183.0,183.0
7005,202.5,278.5,2.26,202.0,202.0,202.0
7006,206.5,278.5,2.26,204.0,204.0,204.0
7007,210.5,278.5,2.26,207.0,207.0,207.0
7008,214.5,278.5,2.26,206.0,206.0,206.0
7009,218.5,278.5,2.26,206.0,206.0,206.0
7010,222.5,278.5,2.26,202.0,202.0,202.0
7011,226.5,278.5,2.26,203.0,203.0,203.0
7012,230.5,278.5,2.26,197.0,197.0,197.0
7013,234.5,278.5,2.26,191.0,191.0,191.0
7014,238.5,278.5,2.26,200.0,200.0,200.0
7015,242.5,278.5,2.26,207.0,207.0,207.0
7016,246.5,278.5,2.26,199.0,199.0,199.0
7017,250.5,278.5,2.26,175.0,175.0,175.0
7018,254.5,278.5,2.26,173.0,173.0,173.0
7019,258.5,278.5,2.26,185.0,185.0,185.0
7020,262.5,278.5,2.26,201.0,201.0,201.0
7021,266.5,278.5,2.26,208.0,208.0,208.0
7022,270.5,278.5,2.26,207.0,207.0,207.0
7023,274.5,278.5,2.26,212.0,212.0,212.0
7024,278.5,278.5,2.26,196.0,196.0,196.0
7025,282.5,278.5,2.26,157.0,157.0,157.0
7026,286.5,278.5,2.26,152.0,152.0,152.0
7027,290.5,279.0,2.52,143.0,143.0,143.0
7028,294.5,278.5,2.26,173.0,173.0,173.0
7029,298.5,278.5,2.26,141.0,141.0,141.0
7030,302.4,278.6,2.19,168.0,168.0,168.0
7031,306.25,278.31,2.26,136.0,136.0,136.0
7032,310.5,278.67,2.39,179.0,179.0,179.0
7033,314.6,278.4,2.19,137.0,137.0,137.0
7034,318.58,278.89,2.46,94.0,94.0,94.0
7035,322.5,278.5,2.26,97.0,97.0,97.0
7036,326.5,278.5,2.26,94.0,94.0,94.0
7037,330.5,278.5,2.26,99.0,99.0,99.0
7038,334.5,278.5,2.26,98.0,98.0,98.0
7039,338.5,278.5,2.26,98.0,98.0,98.0
7040,342.5,278.5,2.26,97.0,97.0,97.0
7041,346.5,278.5,2.26,96.0,96.0,96.0
7042,350.5,278.5,2.26,99.0,99.0,99.0
7043,354.5,278.5,2.26,97.0,97.0,97.0
7044,358.5,278.5,2.26,100.0,100.0,100.0
7045,362.5,278.5,2.26,98.0,98.0,98.0
7046,366.5,278.5,2.26,97.0,97.0,97.0
7047,370.5,278.5,2.26,97.0,97.0,97.0
7048,374.5,278.5,2.26,96.0,96.0,96.0
7049,378.5,278.5,2.26,98.0,98.0,98.0
7050,382.5,278.5,2.26,94.0,94.0,94.0
7051,386.5,278.5,2.26,99.0,99.0,99.0
7052,390.5,278.5,2.26,96.0,96.0,96.0
7053,394.5,278.5,2.26,99.0,99.0,99.0
7054,398.5,278.5,2.26,98.0,98.0,98.0
7055,402.0,278.5,1.95,99.0,99.0,99.0
7056,2.0,282.5,2.52,119.0,119.0,119.0
7057,6.5,282.5,2.26,114.0,114.0,114.0
7058,10.5,282.5,2.26,109.0,109.0,109.0
7059,14.5,282.5,2.26,115.0,115.0,115.0
7060,18.5,282.5,2.26,114.0,114.0,114.0
7061,22.5,282.5,2.26,115.0,115.0,115.0
7062,26.5,282.5,2.26,113.0,113.0,113.0
7063,30.5,282.5,2.26,116.0,116.0,116.0
7064,34.5,282.5,2.26,110.0,110.0,110.0
7065,38.5,282.5,2.26,112.0,112.0,112.0
7066,42.5,282.5,2.26,116.0,116.0,116.0
7067,46.5,282.5,2.26,105.0,105.0,105.0
7068,50.5,282.5,2.26,109.0,109.0,109.0
7069,54.5,282.5,2.26,103.0,103.0,103.0
7070,58.5,282.5,2.26,108.0,108.0,108.0
7071,62.5,282.5,2.26,104.0,104.0,104.0
7072,66.5,282.5,2.26,103.0,103.0,103.0
7073,70.5,282.5,2.26,101.0,101.0,101.0
7074,74.5,282.5,2.26,105.0,105.0,105.0
7075,78.5,282.5,2.26,104.0,104.0,104.0
7076,82.5,282.5,2.26,103.0,103.0,103.0
7077,86.5,282.5,2.26,95.0,95.0,95.0
7078,90.4,282.6,2.19,76.0,76.0,76.0
7079,94.5,282.5,2.26,46.0,46.0,46.0
7080,98.5,282.5,2.26,12.0,12.0,12.0
7081,102.5,282.5,2.26,17.0,17.0,17.0
7082,106.5,282.5,2.26,48.0,48.0,48.0
7083,110.5,282.5,2.26,55.0,55.0,55.0
7084,114.5,282.5,2.26,70.0,70.0,70.0
7085,118.5,282.5,2.26,77.0,77.0,77.0
7086,122.5,282.5,2.26,78.0,78.0,78.0
7087,126.5,282.5,2.26,77.0,77.0,77.0
7088,130.5,282.5,2.26,91.0,91.0,91.0
7089,134.5,282.5,2.26,99.0,99.0,99.0
7090,138.5,282.5,2.26,124.0,124.0,124.0
7091,142.5,282.5,2.26,150.0,150.0,150.0
7092,146.5,282.5,2.26,130.0,130.0,130.0
7093,150.5,282.5,2.26,128.0,128.0,128.0
7094,154.5,282.5,2.26,129.0,129.0,129.0
7095,158.5,282.5,2.26,148.0,148.0,148.0
7096,162.5,282.5,2.26,155.0,155.0,155.0
7097,166.5,282.5,2.26,163.0,163.0,163.0
7098,170.5,282.5,2.26,158.0,158.0,158.0
7099,174.5,282.5,2.26,163.0,163.0,163.0
7100,178.5,282.5,2.26,176.0,176.0,176.0
7101,182.5,282.5,2.26,191.0,191.0,191.0
7102,186.5,282.5,2.26,180.0,180.0,180.0
7103,190.5,282.5,2.26,161.0,161.0,161.0
7104,194.5,282.5,2.26,177.0,177.0,177.0
7105,198.5,282.5,2.26,200.0,200.0,200.0
7106,202.5,282.5,2.26,208.0,208.0,208.0
7107,206.5,282.5,2.26,208.0,208.0,208.0
7108,210.5,282.5,2.26,210.0,210.0,210.0
7109,214.5,282.5,2.26,204.0,204.0,204.0
7110,218.5,282.5,2.26,204.0,204.0,204.0
7111,222.5,282.5,2.26,197.0,197.0,197.0
7112,226.5,282.5,2.26,191.0,191.0,191.0
7113,230.5,282.5,2.26,180.0,180.0,180.0
7114,234.5,282.5,2.26,164.0,164.0,164.0
7115,238.5,282.5,2.26,167.0,167.0,167.0
7116,242.5,282.5,2.26,180.0,180.0,180.0
7117,246.5,282.5,2.26,186.0,186.0,186.0
7118,250.5,282.5,2.26,178.0,178.0,178.0
7119,254.5,282.5,2.26,175.0,175.0,175.0
7120,258.5,282.5,2.26,187.0,187.0,187.0
7121,262.5,282.5,2.26,198.0,198.0,198.0
7122,266.5,282.5,2.26,206.0,206.0,206.0
7123,270.5,282.5,2.26,203.0,203.0,203.0
7124,274.5,282.5,2.26,208.0,208.0,208.0
7125,278.5,282.5,2.26,189.0,189.0,189.0
7126,282.5,282.5,2.26,145.0,145.0,145.0
7127,286.5,282.5,2.26,167.0,167.0,167.0
7128,294.5,282.5,2.26,156.0,156.0,156.0
7129,298.5,282.5,2.26,160.0,160.0,160.0
7130,302.53,282.65,2.33,153.0,153.0,153.0
7131,306.4,282.6,2.19,138.0,138.0,138.0
7132,310.35,282.41,2.33,164.0,164.0,164.0
7133,314.5,283.0,2.52,178.0,178.0,178.0
7134,318.31,283.44,2.26,154.0,154.0,154.0
7135,322.35,282.47,2.33,90.0,90.0,90.0
7136,326.5,282.5,2.26,96.0,96.0,96.0
7137,330.5,282.5,2.26,94.0,94.0,94.0
7138,334.5,282.5,2.26,95.0,95.0,95.0
7139,338.5,282.5,2.26,97.0,97.0,97.0
7140,342.5,282.5,2.26,96.0,96.0,96.0
7141,346.5,282.5,2.26,96.0,96.0,96.0
7142,350.5,282.5,2.26,98.0,98.0,98.0
7143,354.5,282.5,2.26,98.0,98.0,98.0
7144,358.5,282.5,2.26,100.0,100.0,100.0
7145,362.5,282.5,2.26,100.0,100.0,100.0
7146,366.5,282.5,2.26,100.0,100.0,100.0
7147,370.5,282.5,2.26,94.0,94.0,94.0
7148,374.5,282.5,2.26,94.0,94.0,94.0
7149,378.5,282.5,2.26,98.0,98.0,98.0
7150,382.5,282.5,2.26,97.0,97.0,97.0
7151,386.5,282.5,2.26,97.0,97.0,97.0
7152,390.5,282.5,2.26,98.0,98.0,98.0
7153,394.5,282.5,2.26,99.0,99.0,99.0
7154,398.5,282.5,2.26,97.0,97.0,97.0
7155,402.0,282.5,1.95,99.0,99.0,99.0
7156,290.5,283.5,2.26,178.0,178.0,178.0
7157,2.0,286.5,2.52,117.0,117.0,117.0
7158,6.5,286.5,2.26,112.0,112.0,112.0
7159,10.5,286.5,2.26,114.0,114.0,114.0
7160,14.5,286.5,2.26,116.0,116.0,116.0
7161,18.5,286.5,2.26,118.0,118.0,118.0
7162,22.5,286.5,2.26,117.0,117.0,117.0
7163,26.5,286.5,2.26,114.0,114.0,114.0
7164,30.5,286.5,2.26,111.0,111.0,111.0
7165,34.5,286.5,2.26,112.0,112.0,112.0
7166,38.5,286.5,2.26,110.0,110.0,110.0
7167,42.5,286.5,2.26,112.0,112.0,112.0
7168,46.5,286.5,2.26,113.0,113.0,113.0
7169,50.5,286.5,2.26,103.0,103.0,103.0
7170,54.5,286.5,2.26,106.0,106.0,106.0
7171,58.5,286.5,2.26,108.0,108.0,108.0
7172,62.5,286.5,2.26,104.0,104.0,104.0
7173,66.5,286.5,2.26,107.0,107.0,107.0
7174,70.5,286.5,2.26,102.0,102.0,102.0
7175,74.5,286.5,2.26,109.0,109.0,109.0
7176,78.5,286.5,2.26,103.0,103.0,103.0
7177,82.5,286.5,2.26,105.0,105.0,105.0
7178,86.5,286.5,2.26,94.0,94.0,94.0
7179,90.5,286.5,2.26,53.0,53.0,53.0
7180,94.5,286.5,2.26,24.0,24.0,24.0
7181,98.5,286.5,2.26,7.0,7.0,7.0
7182,102.5,286.5,2.26,14.0,14.0,14.0
7183,106.5,286.5,2.26,44.0,44.0,44.0
7184,110.5,286.5,2.26,51.0,51.0,51.0
7185,114.5,286.5,2.26,67.0,67.0,67.0
7186,118.5,286.5,2.26,83.0,83.0,83.0
7187,122.5,286.5,2.26,92.0,92.0,92.0
7188,126.5,286.5,2.26,94.0,94.0,94.0
7189,130.5,286.5,2.26,98.0,98.0,98.0
7190,134.5,286.5,2.26,112.0,112.0,112.0
7191,138.5,286.5,2.26,136.0,136.0,136.0
7192,142.5,286.5,2.26,133.0,133.0,133.0
7193,146.5,286.5,2.26,122.0,122.0,122.0
7194,150.5,286.5,2.26,105.0,105.0,105.0
7195,154.5,286.5,2.26,106.0,106.0,106.0
7196,158.5,286.5,2.26,130.0,130.0,130.0
7197,162.5,286.5,2.26,152.0,152.0,152.0
7198,166.5,286.5,2.26,157.0,157.0,157.0
7199,170.5,286.5,2.26,132.0,132.0,132.0
7200,174.5,286.5,2.26,144.0,144.0,144.0
7201,178.56,286.69,2.26,122.0,122.0,122.0
7202,182.44,286.31,2.26,173.0,173.0,173.0
7203,186.58,286.89,2.46,174.0,174.0,174.0
7204,190.41,286.65,2.33,169.0,169.0,169.0
7205,194.5,286.5,2.26,160.0,160.0,160.0
7206,198.5,286.5,2.26,165.0,165.0,165.0
7207,202.5,286.5,2.26,173.0,173.0,173.0
7208,206.5,286.5,2.26,180.0,180.0,180.0
7209,210.5,286.5,2.26,198.0,198.0,198.0
7210,214.5,286.5,2.26,201.0,201.0,201.0
7211,218.58,286.89,2.46,199.0,199.0,199.0
7212,222.5,287.0,2.52,197.0,197.0,197.0
7213,226.5,287.0,2.52,182.0,182.0,182.0
7214,230.5,286.5,2.26,172.0,172.0,172.0
7215,234.5,286.5,2.26,152.0,152.0,152.0
7216,238.5,286.5,2.26,144.0,144.0,144.0
7217,242.5,286.5,2.26,152.0,152.0,152.0
7218,246.5,286.5,2.26,183.0,183.0,183.0
7219,250.5,286.5,2.26,184.0,184.0,184.0
7220,254.5,286.5,2.26,190.0,190.0,190.0
7221,258.5,286.5,2.26,195.0,195.0,195.0
7222,262.5,286.5,2.26,198.0,198.0,198.0
7223,266.5,286.5,2.26,205.0,205.0,205.0
7224,270.5,286.5,2.26,203.0,203.0,203.0
7225,274.5,286.5,2.26,209.0,209.0,209.0
7226,278.5,286.5,2.26,172.0,172.0,172.0
7227,282.5,286.5,2.26,152.0,152.0,152.0
7228,286.5,286.5,2.26,171.0,171.0,171.0
7229,294.5,286.5,2.26,144.0,144.0,144.0
7230,298.5,286.5,2.26,173.0,173.0,173.0
7231,302.43,286.86,2.11,182.0,182.0,182.0
7232,306.29,286.29,2.33,135.0,135.0,135.0
7233,311.88,286.56,2.82,142.0,142.0,142.0
7234,322.5,286.5,2.26,99.0,99.0,99.0
7235,326.5,286.5,2.26,95.0,95.0,95.0
7236,330.5,286.5,2.26,97.0,97.0,97.0
7237,334.5,286.5,2.26,93.0,93.0,93.0
7238,338.5,286.5,2.26,97.0,97.0,97.0
7239,342.5,286.5,2.26,96.0,96.0,96.0
7240,346.5,286.5,2.26,95.0,95.0,95.0
7241,350.5,286.5,2.26,97.0,97.0,97.0
7242,354.5,286.5,2.26,97.0,97.0,97.0
7243,358.5,286.5,2.26,95.0,95.0,95.0
7244,362.5,286.5,2.26,96.0,96.0,96.0
7245,366.5,286.5,2.26,96.0,96.0,96.0
7246,370.5,286.5,2.26,95.0,95.0,95.0
7247,374.5,286.5,2.26,97.0,97.0,97.0
7248,378.5,286.5,2.26,95.0,95.0,95.0
7249,382.5,286.5,2.26,98.0,98.0,98.0
7250,386.5,286.5,2.26,99.0,99.0,99.0
7251,390.5,286.5,2.26,97.0,97.0,97.0
7252,394.5,286.5,2.26,99.0,99.0,99.0
7253,398.5,286.5,2.26,96.0,96.0,96.0
7254,402.0,286.5,1.95,98.0,98.0,98.0
7255,290.5,287.0,1.95,124.0,124.0,124.0
7256,318.5,287.0,1.95,106.0,106.0,106.0
7257,314.26,290.22,2.71,80.0,80.0,80.0
7258,2.0,290.5,2.52,121.0,121.0,121.0
7259,6.5,290.5,2.26,117.0,117.0,117.0
7260,10.5,290.5,2.26,116.0,116.0,116.0
7261,14.5,290.5,2.26,114.0,114.0,114.0
7262,18.5,290.5,2.26,116.0,116.0,116.0
7263,22.5,290.5,2.26,119.0,119.0,119.0
7264,26.5,290.5,2.26,111.0,111.0,111.0
7265,30.5,290.5,2.26,113.0,113.0,113.0
7266,34.5,290.5,2.26,115.0,115.0,115.0
7267,38.5,290.5,2.26,107.0,107.0,107.0
7268,42.5,290.5,2.26,107.0,107.0,107.0
7269,46.5,290.5,2.26,113.0,113.0,113.0
7270,50.5,290.5,2.26,107.0,107.0,107.0
7271,54.5,290.5,2.26,107.0,107.0,107.0
7272,58.5,290.5,2.26,103.0,103.0,103.0
7273,62.5,290.5,2.26,101.0,101.0,101.0
7274,66.5,290.5,2.26,101.0,101.0,101.0
7275,70.5,290.5,2.26,103.0,103.0,103.0
7276,74.5,290.5,2.26,105.0,105.0,105.0
7277,78.5,290.5,2.26,104.0,104.0,104.0
7278,82.5,290.5,2.26,108.0,108.0,108.0
7279,86.5,290.5,2.26,98.0,98.0,98.0
7280,90.62,290.15,2.03,53.0,53.0,53.0
7281,94.5,290.5,2.26,50.0,50.0,50.0
7282,98.5,290.5,2.26,19.0,19.0,19.0
7283,102.5,290.5,2.26,9.0,9.0,9.0
7284,106.5,290.5,2.26,38.0,38.0,38.0
7285,110.5,290.5,2.26,52.0,52.0,52.0
7286,114.5,290.5,2.26,76.0,76.0,76.0
7287,118.5,290.5,2.26,92.0,92.0,92.0
7288,122.5,290.5,2.26,107.0,107.0,107.0
7289,126.5,290.5,2.26,117.0,117.0,117.0
7290,130.5,290.5,2.26,117.0,117.0,117.0
7291,134.5,290.5,2.26,130.0,130.0,130.0
7292,138.5,290.5,2.26,131.0,131.0,131.0
7293,142.5,290.5,2.26,122.0,122.0,122.0
7294,146.5,290.5,2.26,110.0,110.0,110.0
7295,150.5,290.5,2.26,93.0,93.0,93.0
7296,154.5,290.5,2.26,90.0,90.0,90.0
7297,158.5,290.5,2.26,96.0,96.0,96.0
7298,162.4,290.4,2.19,91.0,91.0,91.0
7299,166.58,289.83,1.95,82.0,82.0,82.0
7300,170.29,290.71,2.33,33.0,33.0,33.0
7301,174.5,290.5,2.26,29.0,29.0,29.0
7302,178.5,290.5,2.26,38.0,38.0,38.0
7303,182.23,290.77,2.03,39.0,39.0,39.0
7304,185.67,290.08,1.95,89.0,89.0,89.0
7305,190.6,290.6,2.19,67.0,67.0,67.0
7306,194.5,290.5,2.26,64.0,64.0,64.0
7307,198.5,290.5,2.26,44.0,44.0,44.0
7308,202.5,290.5,2.26,52.0,52.0,52.0
7309,206.71,290.71,2.33,49.0,49.0,49.0
7310,210.42,290.08,1.95,91.0,91.0,91.0
7311,214.47,290.2,2.19,109.0,109.0,109.0
7312,218.27,291.13,2.19,126.0,126.0,126.0
7313,230.5,291.0,2.52,163.0,163.0,163.0
7314,234.5,291.0,2.52,153.0,153.0,153.0
7315,238.5,290.5,2.26,147.0,147.0,147.0
7316,242.5,290.5,2.26,139.0,139.0,139.0
7317,246.5,290.5,2.26,165.0,165.0,165.0
7318,250.5,290.5,2.26,185.0,185.0,185.0
7319,254.5,290.5,2.26,202.0,202.0,202.0
7320,258.5,290.5,2.26,207.0,207.0,207.0
7321,262.5,290.5,2.26,202.0,202.0,202.0
7322,266.5,290.5,2.26,206.0,206.0,206.0
7323,270.5,290.5,2.26,199.0,199.0,199.0
7324,274.5,290.5,2.26,207.0,207.0,207.0
7325,278.27,290.53,2.19,156.0,156.0,156.0
7326,282.22,290.61,2.39,100.0,100.0,100.0
7327,286.67,290.67,2.39,166.0,166.0,166.0
7328,290.77,290.23,2.03,136.0,136.0,136.0
7329,294.5,290.5,2.26,112.0,112.0,112.0
7330,298.5,290.5,2.26,152.0,152.0,152.0
7331,302.5,290.5,2.26,204.0,204.0,204.0
7332,306.78,290.61,2.39,201.0,201.0,201.0
7333,310.36,290.45,1.87,153.0,153.0,153.0
7334,318.5,290.5,2.26,87.0,87.0,87.0
7335,322.5,290.5,2.26,94.0,94.0,94.0
7336,326.5,290.5,2.26,97.0,97.0,97.0
7337,330.5,290.5,2.26,94.0,94.0,94.0
7338,334.5,290.5,2.26,94.0,94.0,94.0
7339,338.5,290.5,2.26,96.0,96.0,96.0
7340,342.5,290.5,2.26,97.0,97.0,97.0
7341,346.5,290.5,2.26,97.0,97.0,97.0
7342,350.5,290.5,2.26,96.0,96.0,96.0
7343,354.5,290.5,2.26,94.0,94.0,94.0
7344,358.5,290.5,2.26,96.0,96.0,96.0
7345,362.5,290.5,2.26,97.0,97.0,97.0
7346,366.5,290.5,2.26,95.0,95.0,95.0
7347,370.5,290.5,2.26,97.0,97.0,97.0
7348,374.5,290.5,2.26,96.0,96.0,96.0
7349,378.5,290.5,2.26,98.0,98.0,98.0
7350,382.5,290.5,2.26,98.0,98.0,98.0
7351,386.5,290.5,2.26,97.0,97.0,97.0
7352,390.5,290.5,2.26,96.0,96.0,96.0
7353,394.5,290.5,2.26,99.0,99.0,99.0
7354,398.5,290.5,2.26,97.0,97.0,97.0
7355,402.0,290.5,1.95,95.0,95.0,95.0
7356,222.7,290.8,1.78,153.0,153.0,153.0
7357,226.5,291.5,2.26,153.0,153.0,153.0
7358,90.42,294.11,2.46,91.0,91.0,91.0
7359,162.59,294.35,2.33,14.0,14.0,14.0
7360,166.42,294.11,2.46,12.0,12.0,12.0
7361,186.62,293.95,2.59,14.0,14.0,14.0
7362,210.5,295.73,3.09,42.0,42.0,42.0
7363,214.43,295.73,3.09,47.0,47.0,47.0
7364,221.56,296.23,3.52,71.0,71.0,71.0
7365,289.95,294.27,2.65,197.0,197.0,197.0
7366,2.0,294.5,2.52,119.0,119.0,119.0
7367,6.5,294.5,2.26,119.0,119.0,119.0
7368,10.5,294.5,2.26,120.0,120.0,120.0
7369,14.5,294.5,2.26,119.0,119.0,119.0
7370,18.5,294.5,2.26,114.0,114.0,114.0
7371,22.5,294.5,2.26,117.0,117.0,117.0
7372,26.5,294.5,2.26,110.0,110.0,110.0
7373,30.5,294.5,2.26,114.0,114.0,114.0
7374,34.5,294.5,2.26,112.0,112.0,112.0
7375,38.5,294.5,2.26,106.0,106.0,106.0
7376,42.5,294.5,2.26,112.0,112.0,112.0
7377,46.5,294.5,2.26,106.0,106.0,106.0
7378,50.5,294.5,2.26,113.0,113.0,113.0
7379,54.5,294.5,2.26,107.0,107.0,107.0
7380,58.5,294.5,2.26,103.0,103.0,103.0
7381,62.5,294.5,2.26,103.0,103.0,103.0
7382,66.5,294.5,2.26,102.0,102.0,102.0
