i,centro_x,centro_y,radio,color_r,color_g,color_b
1224,50.5,50.5,2.26,99.0,99.0,99.0
1225,54.5,50.5,2.26,96.0,96.0,96.0
1226,58.5,50.5,2.26,89.0,89.0,89.0
1227,62.65,50.65,2.52,88.0,88.0,88.0
1228,70.5,50.5,2.26,168.0,168.0,168.0
1229,74.5,50.5,2.26,206.0,206.0,206.0
1230,78.5,50.5,2.26,223.0,223.0,223.0
1231,82.5,50.5,2.26,222.0,222.0,222.0
1232,86.5,50.5,2.26,222.0,222.0,222.0
1233,90.5,50.5,2.26,222.0,222.0,222.0
1234,94.5,50.5,2.26,227.0,227.0,227.0
1235,98.5,50.5,2.26,225.0,225.0,225.0
1236,102.5,50.5,2.26,225.0,225.0,225.0
1237,106.5,50.5,2.26,223.0,223.0,223.0
1238,110.5,50.5,2.26,216.0,216.0,216.0
1239,114.5,50.5,2.26,218.0,218.0,218.0
1240,118.5,50.5,2.26,224.0,224.0,224.0
1241,122.5,50.5,2.26,225.0,225.0,225.0
1242,126.5,50.5,2.26,226.0,226.0,226.0
1243,130.5,50.5,2.26,222.0,222.0,222.0
1244,134.5,50.5,2.26,219.0,219.0,219.0
1245,138.5,50.5,2.26,217.0,217.0,217.0
1246,142.5,50.5,2.26,217.0,217.0,217.0
1247,146.5,50.5,2.26,227.0,227.0,227.0
1248,150.5,50.5,2.26,229.0,229.0,229.0
1249,154.5,50.5,2.26,227.0,227.0,227.0
1250,158.5,50.5,2.26,226.0,226.0,226.0
1251,162.5,50.5,2.26,222.0,222.0,222.0
1252,166.5,50.5,2.26,227.0,227.0,227.0
1253,170.5,50.5,2.26,223.0,223.0,223.0
1254,174.5,50.5,2.26,214.0,214.0,214.0
1255,178.5,50.5,2.26,208.0,208.0,208.0
1256,182.5,50.5,2.26,213.0,213.0,213.0
1257,186.5,50.5,2.26,209.0,209.0,209.0
1258,190.5,50.5,2.26,208.0,208.0,208.0
1259,194.5,50.5,2.26,211.0,211.0,211.0
1260,198.5,50.5,2.26,221.0,221.0,221.0
1261,202.5,50.5,2.26,223.0,223.0,223.0
1262,206.5,50.5,2.26,225.0,225.0,225.0
1263,210.5,50.5,2.26,227.0,227.0,227.0
1264,214.5,50.5,2.26,223.0,223.0,223.0
1265,218.5,50.5,2.26,222.0,222.0,222.0
1266,222.5,50.5,2.26,218.0,218.0,218.0
1267,226.5,50.5,2.26,212.0,212.0,212.0
1268,230.5,50.5,2.26,229.0,229.0,229.0
1269,234.5,50.5,2.26,226.0,226.0,226.0
1270,238.5,50.5,2.26,224.0,224.0,224.0
1271,242.5,50.5,2.26,225.0,225.0,225.0
1272,246.5,50.5,2.26,224.0,224.0,224.0
1273,250.5,50.5,2.26,229.0,229.0,229.0
1274,254.5,50.5,2.26,229.0,229.0,229.0
1275,258.5,50.5,2.26,231.0,231.0,231.0
1276,262.5,50.5,2.26,233.0,233.0,233.0
1277,266.5,50.5,2.26,233.0,233.0,233.0
1278,270.5,50.5,2.26,232.0,232.0,232.0
1279,274.5,50.5,2.26,234.0,234.0,234.0
1280,278.5,50.5,2.26,235.0,235.0,235.0
1281,282.5,50.5,2.26,232.0,232.0,232.0
1282,286.5,50.5,2.26,217.0,217.0,217.0
1283,290.5,50.5,2.26,214.0,214.0,214.0
1284,294.5,50.5,2.26,185.0,185.0,185.0
1285,298.6,50.4,2.19,122.0,122.0,122.0
1286,302.5,50.5,2.26,107.0,107.0,107.0
1287,306.5,50.5,2.26,113.0,113.0,113.0
1288,310.5,50.5,2.26,111.0,111.0,111.0
1289,314.5,50.5,2.26,111.0,111.0,111.0
1290,318.5,50.5,2.26,110.0,110.0,110.0
1291,322.5,50.5,2.26,115.0,115.0,115.0
1292,326.5,50.5,2.26,115.0,115.0,115.0
1293,330.5,50.5,2.26,116.0,116.0,116.0
1294,334.5,50.5,2.26,117.0,117.0,117.0
1295,338.5,50.5,2.26,114.0,114.0,114.0
1296,342.5,50.5,2.26,112.0,112.0,112.0
1297,346.5,50.5,2.26,115.0,115.0,115.0
1298,350.5,50.5,2.26,117.0,117.0,117.0
1299,354.5,50.5,2.26,113.0,113.0,113.0
1300,358.5,50.5,2.26,113.0,113.0,113.0
1301,362.5,50.5,2.26,116.0,116.0,116.0
1302,366.5,50.5,2.26,117.0,117.0,117.0
1303,370.5,50.5,2.26,114.0,114.0,114.0
1304,374.5,50.5,2.26,115.0,115.0,115.0
1305,378.5,50.5,2.26,115.0,115.0,115.0
1306,382.5,50.5,2.26,111.0,111.0,111.0
1307,386.5,50.5,2.26,118.0,118.0,118.0
1308,390.5,50.5,2.26,113.0,113.0,113.0
1309,394.5,50.5,2.26,115.0,115.0,115.0
1310,398.5,50.5,2.26,114.0,114.0,114.0
1311,402.0,50.5,1.95,112.0,112.0,112.0
1312,298.47,54.53,2.33,175.0,175.0,175.0
1313,2.0,54.5,2.52,101.0,101.0,101.0
1314,6.5,54.5,2.26,98.0,98.0,98.0
1315,10.5,54.5,2.26,98.0,98.0,98.0
1316,14.5,54.5,2.26,99.0,99.0,99.0
1317,18.5,54.5,2.26,101.0,101.0,101.0
1318,22.5,54.5,2.26,103.0,103.0,103.0
1319,26.5,54.5,2.26,99.0,99.0,99.0
1320,30.5,54.5,2.26,100.0,100.0,100.0
1321,34.5,54.5,2.26,100.0,100.0,100.0
1322,38.5,54.5,2.26,99.0,99.0,99.0
1323,42.5,54.5,2.26,95.0,95.0,95.0
1324,46.5,54.5,2.26,95.0,95.0,95.0
1325,50.5,54.5,2.26,98.0,98.0,98.0
1326,54.5,54.5,2.26,93.0,93.0,93.0
1327,58.53,54.53,2.33,91.0,91.0,91.0
1328,62.77,54.77,2.03,157.0,157.0,157.0
1329,66.5,54.5,2.26,175.0,175.0,175.0
1330,70.5,54.5,2.26,205.0,205.0,205.0
1331,74.5,54.5,2.26,221.0,221.0,221.0
1332,78.5,54.5,2.26,222.0,222.0,222.0
1333,82.5,54.5,2.26,214.0,214.0,214.0
1334,86.5,54.5,2.26,217.0,217.0,217.0
1335,90.5,54.5,2.26,219.0,219.0,219.0
1336,94.5,54.5,2.26,223.0,223.0,223.0
1337,98.5,54.5,2.26,224.0,224.0,224.0
1338,102.5,54.5,2.26,219.0,219.0,219.0
1339,106.5,54.5,2.26,207.0,207.0,207.0
1340,110.5,54.5,2.26,219.0,219.0,219.0
1341,114.5,54.5,2.26,220.0,220.0,220.0
1342,118.5,54.5,2.26,221.0,221.0,221.0
1343,122.5,54.5,2.26,220.0,220.0,220.0
1344,126.5,54.5,2.26,222.0,222.0,222.0
1345,130.5,54.5,2.26,224.0,224.0,224.0
1346,134.5,54.5,2.26,216.0,216.0,216.0
1347,138.5,54.5,2.26,217.0,217.0,217.0
1348,142.5,54.5,2.26,224.0,224.0,224.0
1349,146.5,54.5,2.26,225.0,225.0,225.0
1350,150.5,54.5,2.26,225.0,225.0,225.0
1351,154.5,54.5,2.26,215.0,215.0,215.0
1352,158.5,54.5,2.26,216.0,216.0,216.0
1353,162.5,54.5,2.26,215.0,215.0,215.0
1354,166.5,54.5,2.26,211.0,211.0,211.0
1355,170.5,54.5,2.26,201.0,201.0,201.0
1356,174.5,54.5,2.26,203.0,203.0,203.0
1357,178.5,54.5,2.26,197.0,197.0,197.0
1358,182.5,54.5,2.26,200.0,200.0,200.0
1359,186.5,54.5,2.26,197.0,197.0,197.0
1360,190.5,54.5,2.26,210.0,210.0,210.0
1361,194.5,54.5,2.26,216.0,216.0,216.0
1362,198.5,54.5,2.26,224.0,224.0,224.0
1363,202.5,54.5,2.26,225.0,225.0,225.0
1364,206.5,54.5,2.26,229.0,229.0,229.0
1365,210.5,54.5,2.26,227.0,227.0,227.0
1366,214.5,54.5,2.26,221.0,221.0,221.0
1367,218.5,54.5,2.26,216.0,216.0,216.0
1368,222.5,54.5,2.26,214.0,214.0,214.0
1369,226.5,54.5,2.26,203.0,203.0,203.0
1370,230.5,54.5,2.26,225.0,225.0,225.0
1371,234.5,54.5,2.26,222.0,222.0,222.0
1372,238.5,54.5,2.26,226.0,226.0,226.0
1373,242.5,54.5,2.26,227.0,227.0,227.0
1374,246.5,54.5,2.26,228.0,228.0,228.0
1375,250.5,54.5,2.26,232.0,232.0,232.0
1376,254.5,54.5,2.26,232.0,232.0,232.0
1377,258.5,54.5,2.26,234.0,234.0,234.0
1378,262.5,54.5,2.26,232.0,232.0,232.0
1379,266.5,54.5,2.26,234.0,234.0,234.0
1380,270.5,54.5,2.26,234.0,234.0,234.0
1381,274.5,54.5,2.26,234.0,234.0,234.0
1382,278.5,54.5,2.26,236.0,236.0,236.0
1383,282.5,54.5,2.26,232.0,232.0,232.0
1384,286.5,54.5,2.26,231.0,231.0,231.0
1385,290.5,54.5,2.26,216.0,216.0,216.0
1386,294.5,54.5,2.26,211.0,211.0,211.0
1387,302.44,54.31,2.26,111.0,111.0,111.0
1388,306.59,54.65,2.33,104.0,104.0,104.0
1389,310.5,54.5,2.26,105.0,105.0,105.0
1390,314.5,54.5,2.26,108.0,108.0,108.0
1391,318.5,54.5,2.26,110.0,110.0,110.0
1392,322.5,54.5,2.26,113.0,113.0,113.0
1393,326.5,54.5,2.26,115.0,115.0,115.0
1394,330.5,54.5,2.26,116.0,116.0,116.0
1395,334.5,54.5,2.26,118.0,118.0,118.0
1396,338.5,54.5,2.26,118.0,118.0,118.0
1397,342.5,54.5,2.26,122.0,122.0,122.0
1398,346.5,54.5,2.26,115.0,115.0,115.0
1399,350.5,54.5,2.26,116.0,116.0,116.0
1400,354.5,54.5,2.26,111.0,111.0,111.0
1401,358.5,54.5,2.26,112.0,112.0,112.0
1402,362.5,54.5,2.26,109.0,109.0,109.0
1403,366.5,54.5,2.26,111.0,111.0,111.0
1404,370.5,54.5,2.26,117.0,117.0,117.0
1405,374.5,54.5,2.26,113.0,113.0,113.0
1406,378.5,54.5,2.26,113.0,113.0,113.0
1407,382.5,54.5,2.26,110.0,110.0,110.0
1408,386.5,54.5,2.26,113.0,113.0,113.0
1409,390.5,54.5,2.26,113.0,113.0,113.0
1410,394.5,54.5,2.26,110.0,110.0,110.0
1411,398.5,54.5,2.26,112.0,112.0,112.0
1412,402.0,54.5,1.95,112.0,112.0,112.0
1413,59.17,58.42,1.95,162.0,162.0,162.0
1414,2.0,58.5,2.52,101.0,101.0,101.0
1415,6.5,58.5,2.26,97.0,97.0,97.0
1416,10.5,58.5,2.26,98.0,98.0,98.0
1417,14.5,58.5,2.26,99.0,99.0,99.0
1418,18.5,58.5,2.26,98.0,98.0,98.0
1419,22.5,58.5,2.26,99.0,99.0,99.0
1420,26.5,58.5,2.26,101.0,101.0,101.0
1421,30.5,58.5,2.26,98.0,98.0,98.0
1422,34.5,58.5,2.26,100.0,100.0,100.0
1423,38.5,58.5,2.26,99.0,99.0,99.0
1424,42.5,58.5,2.26,95.0,95.0,95.0
1425,46.5,58.5,2.26,99.0,99.0,99.0
1426,50.5,58.5,2.26,94.0,94.0,94.0
1427,55.0,58.5,2.52,96.0,96.0,96.0
1428,62.5,58.5,2.26,184.0,184.0,184.0
1429,66.5,58.5,2.26,209.0,209.0,209.0
1430,70.5,58.5,2.26,215.0,215.0,215.0
1431,74.5,58.5,2.26,219.0,219.0,219.0
1432,78.5,58.5,2.26,206.0,206.0,206.0
1433,82.5,58.5,2.26,206.0,206.0,206.0
1434,86.5,58.5,2.26,217.0,217.0,217.0
1435,90.5,58.5,2.26,217.0,217.0,217.0
1436,94.5,58.5,2.26,217.0,217.0,217.0
1437,98.5,58.5,2.26,219.0,219.0,219.0
1438,102.5,58.5,2.26,212.0,212.0,212.0
1439,106.5,58.5,2.26,218.0,218.0,218.0
1440,110.5,58.5,2.26,218.0,218.0,218.0
1441,114.5,58.5,2.26,210.0,210.0,210.0
1442,118.5,58.5,2.26,217.0,217.0,217.0
1443,122.5,58.5,2.26,223.0,223.0,223.0
1444,126.5,58.5,2.26,225.0,225.0,225.0
1445,130.5,58.5,2.26,216.0,216.0,216.0
1446,134.5,58.5,2.26,218.0,218.0,218.0
1447,138.5,58.5,2.26,222.0,222.0,222.0
1448,142.5,58.5,2.26,222.0,222.0,222.0
1449,146.5,58.5,2.26,219.0,219.0,219.0
1450,150.5,58.5,2.26,220.0,220.0,220.0
1451,154.5,58.5,2.26,214.0,214.0,214.0
1452,158.5,58.5,2.26,218.0,218.0,218.0
1453,162.5,58.5,2.26,215.0,215.0,215.0
1454,166.5,58.5,2.26,215.0,215.0,215.0
1455,170.5,58.5,2.26,220.0,220.0,220.0
1456,174.5,58.5,2.26,209.0,209.0,209.0
1457,178.5,58.5,2.26,203.0,203.0,203.0
1458,182.5,58.5,2.26,203.0,203.0,203.0
1459,186.5,58.5,2.26,195.0,195.0,195.0
1460,190.5,58.5,2.26,217.0,217.0,217.0
1461,194.5,58.5,2.26,223.0,223.0,223.0
1462,198.5,58.5,2.26,228.0,228.0,228.0
1463,202.5,58.5,2.26,231.0,231.0,231.0
1464,206.5,58.5,2.26,229.0,229.0,229.0
1465,210.5,58.5,2.26,229.0,229.0,229.0
1466,214.5,58.5,2.26,225.0,225.0,225.0
1467,218.5,58.5,2.26,218.0,218.0,218.0
1468,222.5,58.5,2.26,207.0,207.0,207.0
1469,226.5,58.5,2.26,198.0,198.0,198.0
1470,230.5,58.5,2.26,210.0,210.0,210.0
1471,234.5,58.5,2.26,221.0,221.0,221.0
1472,238.5,58.5,2.26,222.0,222.0,222.0
1473,242.5,58.5,2.26,226.0,226.0,226.0
1474,246.5,58.5,2.26,224.0,224.0,224.0
1475,250.5,58.5,2.26,225.0,225.0,225.0
1476,254.5,58.5,2.26,228.0,228.0,228.0
1477,258.5,58.5,2.26,230.0,230.0,230.0
1478,262.5,58.5,2.26,226.0,226.0,226.0
1479,266.5,58.5,2.26,234.0,234.0,234.0
1480,270.5,58.5,2.26,232.0,232.0,232.0
1481,274.5,58.5,2.26,233.0,233.0,233.0
1482,278.5,58.5,2.26,233.0,233.0,233.0
1483,282.5,58.5,2.26,232.0,232.0,232.0
1484,286.5,58.5,2.26,235.0,235.0,235.0
1485,290.5,58.5,2.26,230.0,230.0,230.0
1486,294.5,58.5,2.26,213.0,213.0,213.0
1487,298.5,58.5,2.26,209.0,209.0,209.0
1488,302.56,58.69,2.26,187.0,187.0,187.0
1489,306.33,58.4,2.19,133.0,133.0,133.0
1490,310.58,58.89,2.46,113.0,113.0,113.0
1491,314.5,58.5,2.26,110.0,110.0,110.0
1492,318.5,58.5,2.26,109.0,109.0,109.0
1493,322.5,58.5,2.26,113.0,113.0,113.0
1494,326.5,58.5,2.26,115.0,115.0,115.0
1495,330.5,58.5,2.26,115.0,115.0,115.0
1496,334.5,58.5,2.26,114.0,114.0,114.0
1497,338.5,58.5,2.26,112.0,112.0,112.0
1498,342.5,58.5,2.26,120.0,120.0,120.0
1499,346.5,58.5,2.26,112.0,112.0,112.0
1500,350.5,58.5,2.26,117.0,117.0,117.0
1501,354.5,58.5,2.26,110.0,110.0,110.0
1502,358.5,58.5,2.26,110.0,110.0,110.0
1503,362.5,58.5,2.26,110.0,110.0,110.0
1504,366.5,58.5,2.26,113.0,113.0,113.0
1505,370.5,58.5,2.26,114.0,114.0,114.0
1506,374.5,58.5,2.26,115.0,115.0,115.0
1507,378.5,58.5,2.26,115.0,115.0,115.0
1508,382.5,58.5,2.26,109.0,109.0,109.0
1509,386.5,58.5,2.26,114.0,114.0,114.0
1510,390.5,58.5,2.26,111.0,111.0,111.0
1511,394.5,58.5,2.26,114.0,114.0,114.0
1512,398.5,58.5,2.26,115.0,115.0,115.0
1513,402.0,58.5,1.95,113.0,113.0,113.0
1514,2.0,62.5,2.52,100.0,100.0,100.0
1515,6.5,62.5,2.26,99.0,99.0,99.0
1516,10.5,62.5,2.26,100.0,100.0,100.0
1517,14.5,62.5,2.26,97.0,97.0,97.0
1518,18.5,62.5,2.26,99.0,99.0,99.0
1519,22.5,62.5,2.26,97.0,97.0,97.0
1520,26.5,62.5,2.26,101.0,101.0,101.0
1521,30.5,62.5,2.26,98.0,98.0,98.0
1522,34.5,62.5,2.26,97.0,97.0,97.0
1523,38.5,62.5,2.26,92.0,92.0,92.0
1524,42.5,62.5,2.26,94.0,94.0,94.0
1525,46.5,62.5,2.26,96.0,96.0,96.0
1526,50.5,62.5,2.26,92.0,92.0,92.0
1527,54.38,62.56,2.26,104.0,104.0,104.0
1528,58.5,62.5,2.26,180.0,180.0,180.0
1529,62.5,62.5,2.26,214.0,214.0,214.0
1530,66.5,62.5,2.26,214.0,214.0,214.0
1531,70.5,62.5,2.26,209.0,209.0,209.0
1532,74.5,62.5,2.26,203.0,203.0,203.0
1533,78.5,62.5,2.26,204.0,204.0,204.0
1534,82.5,62.5,2.26,211.0,211.0,211.0
1535,86.5,62.5,2.26,209.0,209.0,209.0
1536,90.5,62.5,2.26,212.0,212.0,212.0
1537,94.5,62.5,2.26,209.0,209.0,209.0
1538,98.5,62.5,2.26,209.0,209.0,209.0
1539,102.5,62.5,2.26,219.0,219.0,219.0
1540,106.5,62.5,2.26,218.0,218.0,218.0
1541,110.5,62.5,2.26,216.0,216.0,216.0
1542,114.5,62.5,2.26,208.0,208.0,208.0
1543,118.5,62.5,2.26,223.0,223.0,223.0
1544,122.5,62.5,2.26,222.0,222.0,222.0
1545,126.5,62.5,2.26,222.0,222.0,222.0
1546,130.5,62.5,2.26,217.0,217.0,217.0
1547,134.5,62.5,2.26,209.0,209.0,209.0
1548,138.5,62.5,2.26,215.0,215.0,215.0
1549,142.5,62.5,2.26,212.0,212.0,212.0
1550,146.5,62.5,2.26,209.0,209.0,209.0
1551,150.5,62.5,2.26,215.0,215.0,215.0
1552,154.5,62.5,2.26,216.0,216.0,216.0
1553,158.5,62.5,2.26,215.0,215.0,215.0
1554,162.5,62.5,2.26,213.0,213.0,213.0
1555,166.5,62.5,2.26,205.0,205.0,205.0
1556,170.5,62.5,2.26,211.0,211.0,211.0
1557,174.5,62.5,2.26,190.0,190.0,190.0
1558,178.5,62.5,2.26,206.0,206.0,206.0
1559,182.5,62.5,2.26,211.0,211.0,211.0
1560,186.5,62.5,2.26,217.0,217.0,217.0
1561,190.5,62.5,2.26,225.0,225.0,225.0
1562,194.5,62.5,2.26,226.0,226.0,226.0
1563,198.5,62.5,2.26,229.0,229.0,229.0
1564,202.5,62.5,2.26,229.0,229.0,229.0
1565,206.5,62.5,2.26,230.0,230.0,230.0
1566,210.5,62.5,2.26,229.0,229.0,229.0
1567,214.5,62.5,2.26,229.0,229.0,229.0
1568,218.5,62.5,2.26,227.0,227.0,227.0
1569,222.5,62.5,2.26,221.0,221.0,221.0
1570,226.5,62.5,2.26,214.0,214.0,214.0
1571,230.5,62.5,2.26,192.0,192.0,192.0
1572,234.5,62.5,2.26,188.0,188.0,188.0
1573,238.5,62.5,2.26,217.0,217.0,217.0
1574,242.5,62.5,2.26,226.0,226.0,226.0
1575,246.5,62.5,2.26,225.0,225.0,225.0
1576,250.5,62.5,2.26,224.0,224.0,224.0
1577,254.5,62.5,2.26,225.0,225.0,225.0
1578,258.5,62.5,2.26,227.0,227.0,227.0
1579,262.5,62.5,2.26,223.0,223.0,223.0
1580,266.5,62.5,2.26,227.0,227.0,227.0
1581,270.5,62.5,2.26,228.0,228.0,228.0
1582,274.5,62.5,2.26,232.0,232.0,232.0
1583,278.5,62.5,2.26,233.0,233.0,233.0
1584,282.5,62.5,2.26,227.0,227.0,227.0
1585,286.5,62.5,2.26,206.0,206.0,206.0
1586,290.5,62.5,2.26,220.0,220.0,220.0
1587,294.5,62.5,2.26,232.0,232.0,232.0
1588,298.5,62.5,2.26,228.0,228.0,228.0
1589,302.5,62.5,2.26,225.0,225.0,225.0
1590,306.56,62.62,2.26,211.0,211.0,211.0
1591,310.5,62.5,1.78,167.0,167.0,167.0
1592,314.44,62.38,2.26,116.0,116.0,116.0
1593,318.61,62.78,2.39,110.0,110.0,110.0
1594,322.5,62.5,2.26,106.0,106.0,106.0
1595,326.5,62.5,2.26,108.0,108.0,108.0
1596,330.5,62.5,2.26,113.0,113.0,113.0
1597,334.5,62.5,2.26,116.0,116.0,116.0
1598,338.5,62.5,2.26,112.0,112.0,112.0
1599,342.5,62.5,2.26,118.0,118.0,118.0
1600,346.5,62.5,2.26,111.0,111.0,111.0
1601,350.5,62.5,2.26,117.0,117.0,117.0
1602,354.5,62.5,2.26,117.0,117.0,117.0
1603,358.5,62.5,2.26,109.0,109.0,109.0
1604,362.5,62.5,2.26,111.0,111.0,111.0
1605,366.5,62.5,2.26,110.0,110.0,110.0
1606,370.5,62.5,2.26,115.0,115.0,115.0
1607,374.5,62.5,2.26,115.0,115.0,115.0
1608,378.5,62.5,2.26,114.0,114.0,114.0
1609,382.5,62.5,2.26,111.0,111.0,111.0
1610,386.5,62.5,2.26,117.0,117.0,117.0
1611,390.5,62.5,2.26,111.0,111.0,111.0
1612,394.5,62.5,2.26,116.0,116.0,116.0
1613,398.5,62.5,2.26,115.0,115.0,115.0
1614,402.0,62.5,1.95,111.0,111.0,111.0
1615,54.75,66.33,1.95,162.0,162.0,162.0
1616,310.42,66.11,2.46,229.0,229.0,229.0
1617,2.0,66.5,2.52,99.0,99.0,99.0
1618,6.5,66.5,2.26,102.0,102.0,102.0
1619,10.5,66.5,2.26,97.0,97.0,97.0
1620,14.5,66.5,2.26,98.0,98.0,98.0
1621,18.5,66.5,2.26,98.0,98.0,98.0
1622,22.5,66.5,2.26,97.0,97.0,97.0
1623,26.5,66.5,2.26,100.0,100.0,100.0
1624,30.5,66.5,2.26,95.0,95.0,95.0
1625,34.5,66.5,2.26,96.0,96.0,96.0
1626,38.5,66.5,2.26,91.0,91.0,91.0
1627,42.5,66.5,2.26,93.0,93.0,93.0
1628,46.5,66.5,2.26,96.0,96.0,96.0
1629,50.74,66.53,2.46,86.0,86.0,86.0
1630,58.5,66.5,2.26,186.0,186.0,186.0
1631,62.5,66.5,2.26,210.0,210.0,210.0
1632,66.5,66.5,2.26,201.0,201.0,201.0
1633,70.5,66.5,2.26,195.0,195.0,195.0
1634,74.5,66.5,2.26,194.0,194.0,194.0
1635,78.5,66.5,2.26,209.0,209.0,209.0
1636,82.5,66.5,2.26,205.0,205.0,205.0
1637,86.5,66.5,2.26,197.0,197.0,197.0
1638,90.5,66.5,2.26,200.0,200.0,200.0
1639,94.5,66.5,2.26,199.0,199.0,199.0
1640,98.5,66.5,2.26,214.0,214.0,214.0
1641,102.5,66.5,2.26,217.0,217.0,217.0
1642,106.5,66.5,2.26,209.0,209.0,209.0
1643,110.5,66.5,2.26,211.0,211.0,211.0
1644,114.5,66.5,2.26,215.0,215.0,215.0
1645,118.5,66.5,2.26,215.0,215.0,215.0
1646,122.5,66.5,2.26,213.0,213.0,213.0
1647,126.5,66.5,2.26,208.0,208.0,208.0
1648,130.5,66.5,2.26,197.0,197.0,197.0
1649,134.5,66.5,2.26,203.0,203.0,203.0
1650,138.5,66.5,2.26,209.0,209.0,209.0
1651,142.5,66.5,2.26,220.0,220.0,220.0
1652,146.5,66.5,2.26,215.0,215.0,215.0
1653,150.36,66.29,2.11,203.0,203.0,203.0
1654,154.5,66.5,2.26,183.0,183.0,183.0
1655,158.5,66.5,2.26,194.0,194.0,194.0
1656,162.5,66.5,2.26,199.0,199.0,199.0
1657,166.5,66.5,2.26,209.0,209.0,209.0
1658,170.5,66.5,2.26,207.0,207.0,207.0
1659,174.5,66.5,2.26,217.0,217.0,217.0
1660,178.5,66.5,2.26,216.0,216.0,216.0
1661,182.5,66.5,2.26,220.0,220.0,220.0
1662,186.5,66.5,2.26,227.0,227.0,227.0
1663,190.5,66.5,2.26,229.0,229.0,229.0
1664,194.5,66.5,2.26,229.0,229.0,229.0
1665,198.5,66.5,2.26,230.0,230.0,230.0
1666,202.5,66.5,2.26,228.0,228.0,228.0
1667,206.5,66.5,2.26,228.0,228.0,228.0
1668,210.5,66.5,2.26,227.0,227.0,227.0
1669,214.5,66.5,2.26,227.0,227.0,227.0
1670,218.5,66.5,2.26,227.0,227.0,227.0
1671,222.5,66.5,2.26,227.0,227.0,227.0
1672,226.5,66.5,2.26,226.0,226.0,226.0
1673,230.5,66.5,2.26,213.0,213.0,213.0
1674,234.5,66.5,2.26,185.0,185.0,185.0
1675,238.5,66.5,2.26,179.0,179.0,179.0
1676,242.5,66.5,2.26,210.0,210.0,210.0
1677,246.5,66.5,2.26,226.0,226.0,226.0
1678,250.5,66.5,2.26,224.0,224.0,224.0
1679,254.5,66.5,2.26,223.0,223.0,223.0
1680,258.5,66.5,2.26,227.0,227.0,227.0
1681,262.5,66.5,2.26,224.0,224.0,224.0
1682,266.5,66.5,2.26,226.0,226.0,226.0
1683,270.5,66.5,2.26,225.0,225.0,225.0
1684,274.5,66.5,2.26,230.0,230.0,230.0
1685,278.5,66.5,2.26,233.0,233.0,233.0
1686,282.5,66.5,2.26,234.0,234.0,234.0
1687,286.5,66.5,2.26,233.0,233.0,233.0
1688,290.5,66.5,2.26,204.0,204.0,204.0
1689,294.5,66.5,2.26,214.0,214.0,214.0
1690,298.5,66.5,2.26,233.0,233.0,233.0
1691,302.5,66.5,2.26,233.0,233.0,233.0
1692,306.5,66.5,2.26,233.0,233.0,233.0
1693,314.29,66.64,2.11,208.0,208.0,208.0
1694,318.14,66.36,2.11,153.0,153.0,153.0
1695,322.5,66.5,2.26,122.0,122.0,122.0
1696,326.5,66.5,2.26,113.0,113.0,113.0
1697,330.5,66.5,2.26,116.0,116.0,116.0
1698,334.5,66.5,2.26,114.0,114.0,114.0
1699,338.5,66.5,2.26,112.0,112.0,112.0
1700,342.5,66.5,2.26,113.0,113.0,113.0
1701,346.5,66.5,2.26,112.0,112.0,112.0
1702,350.5,66.5,2.26,116.0,116.0,116.0
1703,354.5,66.5,2.26,118.0,118.0,118.0
1704,358.5,66.5,2.26,113.0,113.0,113.0
1705,362.5,66.5,2.26,116.0,116.0,116.0
1706,366.5,66.5,2.26,116.0,116.0,116.0
1707,370.5,66.5,2.26,112.0,112.0,112.0
1708,374.5,66.5,2.26,115.0,115.0,115.0
1709,378.5,66.5,2.26,114.0,114.0,114.0
1710,382.5,66.5,2.26,112.0,112.0,112.0
1711,386.5,66.5,2.26,114.0,114.0,114.0
1712,390.5,66.5,2.26,114.0,114.0,114.0
1713,394.5,66.5,2.26,118.0,118.0,118.0
1714,398.5,66.5,2.26,109.0,109.0,109.0
1715,402.0,66.5,1.95,114.0,114.0,114.0
1716,54.35,70.35,2.52,202.0,202.0,202.0
1717,150.61,70.22,2.39,158.0,158.0,158.0
1718,318.39,70.22,2.39,223.0,223.0,223.0
1719,2.0,70.5,2.52,101.0,101.0,101.0
1720,6.5,70.5,2.26,103.0,103.0,103.0
1721,10.5,70.5,2.26,102.0,102.0,102.0
1722,14.5,70.5,2.26,98.0,98.0,98.0
1723,18.5,70.5,2.26,95.0,95.0,95.0
1724,22.5,70.5,2.26,98.0,98.0,98.0
1725,26.5,70.5,2.26,98.0,98.0,98.0
1726,30.5,70.5,2.26,96.0,96.0,96.0
1727,34.5,70.5,2.26,96.0,96.0,96.0
1728,38.5,70.5,2.26,94.0,94.0,94.0
1729,42.5,70.5,2.26,95.0,95.0,95.0
1730,46.78,70.39,2.39,91.0,91.0,91.0
1731,50.36,70.73,1.87,124.0,124.0,124.0
1732,58.5,70.5,2.26,186.0,186.0,186.0
1733,62.5,70.5,2.26,202.0,202.0,202.0
1734,66.5,70.5,2.26,172.0,172.0,172.0
1735,70.5,70.5,2.26,172.0,172.0,172.0
1736,74.5,70.5,2.26,187.0,187.0,187.0
1737,78.5,70.5,2.26,194.0,194.0,194.0
1738,82.5,70.5,2.26,187.0,187.0,187.0
1739,86.5,70.5,2.26,186.0,186.0,186.0
1740,90.5,70.5,2.26,195.0,195.0,195.0
