i,centro_x,centro_y,radio,color_r,color_g,color_b
2751,405.07,177.56,3.61,254.0,254.0,254.0
2752,411.5,177.5,3.39,255.0,255.0,255.0
2753,417.5,177.5,3.39,255.0,255.0,255.0
2754,423.5,177.5,3.39,255.0,255.0,255.0
2755,429.5,177.5,3.39,255.0,255.0,255.0
2756,435.5,177.5,3.39,255.0,255.0,255.0
2757,441.5,177.5,3.39,255.0,255.0,255.0
2758,447.5,177.5,3.39,255.0,255.0,255.0
2759,453.5,177.5,3.39,255.0,255.0,255.0
2760,459.5,177.5,3.39,255.0,255.0,255.0
2761,465.5,177.5,3.39,255.0,255.0,255.0
2762,471.5,177.5,3.39,255.0,255.0,255.0
2763,477.5,177.5,3.39,255.0,255.0,255.0
2764,483.5,177.5,3.39,255.0,255.0,255.0
2765,489.5,177.5,3.39,255.0,255.0,255.0
2766,495.5,177.5,3.39,255.0,255.0,255.0
2767,501.5,177.5,3.39,255.0,255.0,255.0
2768,507.5,177.5,3.39,255.0,255.0,255.0
2769,513.5,177.5,3.39,255.0,255.0,255.0
2770,519.5,177.5,3.39,255.0,255.0,255.0
2771,525.5,177.5,3.39,255.0,255.0,255.0
2772,531.5,177.5,3.39,255.0,255.0,255.0
2773,537.5,177.5,3.39,255.0,255.0,255.0
2774,543.5,177.5,3.39,255.0,255.0,255.0
2775,549.5,177.5,3.39,255.0,255.0,255.0
2776,555.5,177.5,3.39,255.0,255.0,255.0
2777,560.5,177.5,2.76,255.0,255.0,255.0
2778,249.72,182.95,3.7,242.0,211.0,164.0
2779,303.62,182.81,3.87,234.0,187.0,148.0
2780,393.89,183.26,3.34,250.0,242.0,235.0
2781,196.86,182.43,3.34,96.0,28.0,16.0
2782,202.07,183.53,3.09,235.0,195.0,164.0
2783,207.54,183.41,3.43,240.0,205.0,167.0
2784,237.45,182.98,3.66,240.0,221.0,223.0
2785,243.65,183.23,2.88,224.0,210.0,212.0
2786,309.27,183.19,2.88,222.0,185.0,168.0
2787,315.57,183.43,3.43,201.0,187.0,189.0
2788,358.72,183.77,3.52,79.0,28.0,19.0
2789,387.74,183.41,3.52,206.0,124.0,97.0
2790,3.0,183.5,3.66,255.0,255.0,255.0
2791,9.5,183.5,3.39,255.0,255.0,255.0
2792,15.5,183.5,3.39,255.0,255.0,255.0
2793,21.5,183.5,3.39,255.0,255.0,255.0
2794,27.5,183.5,3.39,255.0,255.0,255.0
2795,33.5,183.5,3.39,255.0,255.0,255.0
2796,39.5,183.5,3.39,255.0,255.0,255.0
2797,45.5,183.5,3.39,255.0,255.0,255.0
2798,51.5,183.5,3.39,255.0,255.0,255.0
2799,57.5,183.5,3.39,255.0,255.0,255.0
2800,63.5,183.5,3.39,255.0,255.0,255.0
2801,69.5,183.5,3.39,255.0,255.0,255.0
2802,75.5,183.5,3.39,255.0,255.0,255.0
2803,81.5,183.5,3.39,255.0,255.0,255.0
2804,87.5,183.5,3.39,255.0,255.0,255.0
2805,93.5,183.5,3.39,255.0,255.0,255.0
2806,99.5,183.5,3.39,255.0,255.0,255.0
2807,105.5,183.5,3.39,255.0,255.0,255.0
2808,111.5,183.5,3.39,255.0,255.0,255.0
2809,117.5,183.5,3.39,255.0,255.0,255.0
2810,123.5,183.5,3.39,255.0,255.0,255.0
2811,129.5,183.5,3.39,255.0,255.0,255.0
2812,135.5,183.5,3.39,255.0,255.0,255.0
2813,141.5,183.5,3.39,255.0,255.0,255.0
2814,147.5,183.5,3.39,255.0,254.0,255.0
2815,153.5,183.5,3.39,254.0,254.0,254.0
2816,159.85,183.6,3.57,251.0,252.0,249.0
2817,165.91,183.41,3.19,225.0,178.0,146.0
2818,171.5,183.5,3.39,227.0,172.0,136.0
2819,177.53,183.36,3.39,232.0,175.0,139.0
2820,183.38,183.98,3.57,210.0,130.0,104.0
2821,190.18,183.68,3.74,153.0,41.0,40.0
2822,213.46,183.49,3.34,228.0,194.0,159.0
2823,219.53,184.27,3.78,237.0,201.0,167.0
2824,225.36,184.28,3.52,238.0,198.0,155.0
2825,231.19,183.81,3.19,232.0,202.0,179.0
2826,255.57,183.57,3.34,242.0,214.0,183.0
2827,261.5,183.5,3.39,243.0,221.0,181.0
2828,267.5,183.5,3.39,245.0,223.0,181.0
2829,273.5,183.5,3.39,242.0,218.0,179.0
2830,279.5,183.5,3.39,239.0,211.0,169.0
2831,285.5,183.5,3.39,237.0,203.0,163.0
2832,291.5,183.5,3.39,237.0,197.0,158.0
2833,297.5,183.5,3.39,234.0,193.0,156.0
2834,321.51,183.2,3.34,199.0,183.0,173.0
2835,327.44,184.44,3.52,220.0,168.0,130.0
2836,333.41,183.43,3.43,227.0,167.0,134.0
2837,339.27,183.65,3.43,217.0,159.0,132.0
2838,345.5,183.68,3.48,221.0,165.0,140.0
2839,351.78,183.41,3.43,225.0,166.0,141.0
2840,364.62,183.77,3.52,88.0,27.0,30.0
2841,370.0,183.5,3.09,174.0,91.0,73.0
2842,375.5,183.5,3.39,204.0,113.0,85.0
2843,381.5,183.5,3.39,213.0,134.0,103.0
2844,399.5,183.5,3.39,254.0,254.0,254.0
2845,405.5,183.5,3.39,255.0,255.0,255.0
2846,411.5,183.5,3.39,255.0,255.0,255.0
2847,417.5,183.5,3.39,255.0,255.0,255.0
2848,423.5,183.5,3.39,255.0,255.0,255.0
2849,429.5,183.5,3.39,255.0,255.0,255.0
2850,435.5,183.5,3.39,255.0,255.0,255.0
2851,441.5,183.5,3.39,255.0,255.0,255.0
2852,447.5,183.5,3.39,255.0,255.0,255.0
2853,453.5,183.5,3.39,255.0,255.0,255.0
2854,459.5,183.5,3.39,255.0,255.0,255.0
2855,465.5,183.5,3.39,255.0,255.0,255.0
2856,471.5,183.5,3.39,255.0,255.0,255.0
2857,477.5,183.5,3.39,255.0,255.0,255.0
2858,483.5,183.5,3.39,255.0,255.0,255.0
2859,489.5,183.5,3.39,255.0,255.0,255.0
2860,495.5,183.5,3.39,255.0,255.0,255.0
2861,501.5,183.5,3.39,255.0,255.0,255.0
2862,507.5,183.5,3.39,255.0,255.0,255.0
2863,513.5,183.5,3.39,255.0,255.0,255.0
2864,519.5,183.5,3.39,255.0,255.0,255.0
2865,525.5,183.5,3.39,255.0,255.0,255.0
2866,531.5,183.5,3.39,255.0,255.0,255.0
2867,537.5,183.5,3.39,255.0,255.0,255.0
2868,543.5,183.5,3.39,255.0,255.0,255.0
2869,549.5,183.5,3.39,255.0,255.0,255.0
2870,555.5,183.5,3.39,255.0,255.0,255.0
2871,560.5,183.5,2.76,255.0,255.0,255.0
2872,355.38,188.97,3.43,223.0,171.0,147.0
2873,165.54,189.54,2.76,225.0,198.0,179.0
2874,195.44,188.85,2.93,138.0,56.0,35.0
2875,200.95,189.22,3.43,243.0,207.0,168.0
2876,214.82,189.31,3.95,88.0,59.0,59.0
2877,243.56,189.07,3.61,242.0,213.0,171.0
2878,309.4,189.15,3.57,229.0,183.0,147.0
2879,321.86,189.46,3.43,227.0,167.0,128.0
2880,340.52,189.5,3.57,56.0,29.0,30.0
2881,348.59,189.33,3.83,200.0,151.0,131.0
2882,3.0,189.5,3.66,255.0,255.0,255.0
2883,9.5,189.5,3.39,255.0,255.0,255.0
2884,15.5,189.5,3.39,255.0,255.0,255.0
2885,21.5,189.5,3.39,255.0,255.0,255.0
2886,27.5,189.5,3.39,255.0,255.0,255.0
2887,33.5,189.5,3.39,255.0,255.0,255.0
2888,39.5,189.5,3.39,255.0,255.0,255.0
2889,45.5,189.5,3.39,255.0,255.0,255.0
2890,51.5,189.5,3.39,255.0,255.0,255.0
2891,57.5,189.5,3.39,255.0,255.0,255.0
2892,63.5,189.5,3.39,255.0,255.0,255.0
2893,69.5,189.5,3.39,255.0,255.0,255.0
2894,75.5,189.5,3.39,255.0,255.0,255.0
2895,81.5,189.5,3.39,255.0,255.0,255.0
2896,87.5,189.5,3.39,255.0,255.0,255.0
2897,93.5,189.5,3.39,255.0,255.0,255.0
2898,99.5,189.5,3.39,255.0,255.0,255.0
2899,105.5,189.5,3.39,255.0,255.0,255.0
2900,111.5,189.5,3.39,255.0,255.0,255.0
2901,117.5,189.5,3.39,255.0,255.0,255.0
2902,123.5,189.5,3.39,255.0,255.0,255.0
2903,129.5,189.5,3.39,255.0,255.0,255.0
2904,135.5,189.5,3.39,255.0,255.0,255.0
2905,141.5,189.5,3.39,255.0,255.0,255.0
2906,147.5,189.5,3.39,255.0,255.0,255.0
2907,153.5,189.5,3.39,254.0,254.0,254.0
2908,160.0,189.5,3.66,253.0,253.0,253.0
2909,171.0,189.5,3.66,231.0,179.0,136.0
2910,177.5,189.5,3.39,226.0,165.0,132.0
2911,184.16,189.92,3.48,221.0,150.0,122.0
2912,190.5,190.0,3.66,144.0,39.0,32.0
2913,207.08,191.16,4.03,195.0,161.0,135.0
2914,231.39,190.5,3.83,235.0,191.0,152.0
2915,237.41,189.43,3.43,233.0,192.0,155.0
2916,249.5,189.5,3.39,239.0,209.0,171.0
2917,255.5,189.5,3.39,240.0,212.0,168.0
2918,261.5,189.5,3.39,244.0,213.0,175.0
2919,267.5,189.5,3.39,244.0,212.0,177.0
2920,273.5,189.5,3.39,241.0,209.0,171.0
2921,279.5,189.5,3.39,238.0,203.0,165.0
2922,285.5,189.5,3.39,236.0,197.0,158.0
2923,291.5,189.5,3.39,235.0,193.0,156.0
2924,297.5,189.5,3.39,236.0,189.0,151.0
2925,303.5,189.5,3.39,231.0,186.0,149.0
2926,315.68,189.39,3.48,224.0,176.0,152.0
2927,333.31,189.25,3.39,206.0,150.0,127.0
2928,363.02,190.06,4.07,91.0,30.0,23.0
2929,370.0,189.5,3.09,186.0,104.0,86.0
2930,375.5,189.5,3.39,190.0,102.0,75.0
2931,381.5,189.5,3.39,217.0,135.0,106.0
2932,387.26,189.51,3.34,208.0,129.0,101.0
2933,393.5,189.5,3.39,251.0,245.0,241.0
2934,399.5,189.5,3.39,254.0,254.0,253.0
2935,405.5,189.5,3.39,255.0,255.0,255.0
2936,411.5,189.5,3.39,255.0,255.0,255.0
2937,417.5,189.5,3.39,255.0,255.0,255.0
2938,423.5,189.5,3.39,255.0,255.0,255.0
2939,429.5,189.5,3.39,255.0,255.0,255.0
2940,435.5,189.5,3.39,255.0,255.0,255.0
2941,441.5,189.5,3.39,255.0,255.0,255.0
2942,447.5,189.5,3.39,255.0,255.0,255.0
2943,453.5,189.5,3.39,255.0,255.0,255.0
2944,459.5,189.5,3.39,255.0,255.0,255.0
2945,465.5,189.5,3.39,255.0,255.0,255.0
2946,471.5,189.5,3.39,255.0,255.0,255.0
2947,477.5,189.5,3.39,255.0,255.0,255.0
2948,483.5,189.5,3.39,255.0,255.0,255.0
2949,489.5,189.5,3.39,255.0,255.0,255.0
2950,495.5,189.5,3.39,255.0,255.0,255.0
2951,501.5,189.5,3.39,255.0,255.0,255.0
2952,507.5,189.5,3.39,255.0,255.0,255.0
2953,513.5,189.5,3.39,255.0,255.0,255.0
2954,519.5,189.5,3.39,255.0,255.0,255.0
2955,525.5,189.5,3.39,255.0,255.0,255.0
2956,531.5,189.5,3.39,255.0,255.0,255.0
2957,537.5,189.5,3.39,255.0,255.0,255.0
2958,543.5,189.5,3.39,255.0,255.0,255.0
2959,549.5,189.5,3.39,255.0,255.0,255.0
2960,555.5,189.5,3.39,255.0,255.0,255.0
2961,560.5,189.5,2.76,255.0,255.0,255.0
2962,225.07,190.58,3.78,228.0,189.0,154.0
2963,327.55,191.16,3.48,221.0,158.0,123.0
2964,197.81,194.52,3.14,238.0,198.0,166.0
2965,219.64,194.36,3.66,64.0,39.0,53.0
2966,333.74,195.32,3.48,54.0,34.0,35.0
2967,345.62,195.24,3.66,55.0,37.0,37.0
2968,387.52,195.6,2.82,213.0,162.0,141.0
2969,164.71,195.5,2.99,249.0,243.0,240.0
2970,212.56,195.29,3.91,73.0,51.0,62.0
2971,339.54,195.23,3.52,35.0,30.0,38.0
2972,351.77,195.26,3.34,220.0,159.0,132.0
2973,357.62,195.58,3.57,222.0,170.0,147.0
2974,3.0,195.5,3.66,255.0,255.0,255.0
2975,9.5,195.5,3.39,255.0,255.0,255.0
2976,15.5,195.5,3.39,255.0,255.0,255.0
2977,21.5,195.5,3.39,255.0,255.0,255.0
2978,27.5,195.5,3.39,255.0,255.0,255.0
2979,33.5,195.5,3.39,255.0,255.0,255.0
2980,39.5,195.5,3.39,255.0,255.0,255.0
2981,45.5,195.5,3.39,255.0,255.0,255.0
2982,51.5,195.5,3.39,255.0,255.0,255.0
2983,57.5,195.5,3.39,255.0,255.0,255.0
2984,63.5,195.5,3.39,255.0,255.0,255.0
2985,69.5,195.5,3.39,255.0,255.0,255.0
2986,75.5,195.5,3.39,255.0,255.0,255.0
2987,81.5,195.5,3.39,255.0,255.0,255.0
2988,87.5,195.5,3.39,255.0,255.0,255.0
2989,93.5,195.5,3.39,255.0,255.0,255.0
2990,99.5,195.5,3.39,255.0,255.0,255.0
2991,105.5,195.5,3.39,255.0,255.0,255.0
2992,111.5,195.5,3.39,255.0,255.0,255.0
2993,117.5,195.5,3.39,255.0,255.0,255.0
2994,123.5,195.5,3.39,255.0,255.0,255.0
2995,129.5,195.5,3.39,255.0,255.0,255.0
2996,135.5,195.5,3.39,255.0,255.0,255.0
2997,141.5,195.5,3.39,255.0,255.0,255.0
2998,147.5,195.5,3.39,255.0,255.0,255.0
2999,153.5,195.5,3.39,255.0,255.0,255.0
3000,159.5,195.5,3.39,254.0,254.0,253.0
3001,170.82,195.45,3.74,233.0,189.0,152.0
3002,177.5,195.5,3.39,228.0,176.0,139.0
3003,184.12,195.6,3.7,227.0,170.0,139.0
3004,191.81,196.68,3.87,117.0,46.0,30.0
3005,203.09,195.57,3.34,236.0,197.0,165.0
3006,235.55,195.6,4.18,219.0,185.0,157.0
3007,243.5,195.5,3.39,241.0,208.0,164.0
3008,249.5,195.5,3.39,239.0,204.0,162.0
3009,255.5,195.5,3.39,239.0,204.0,164.0
3010,261.5,195.5,3.39,239.0,204.0,164.0
3011,267.5,195.5,3.39,237.0,202.0,164.0
3012,273.5,195.5,3.39,236.0,199.0,162.0
3013,279.5,195.5,3.39,236.0,194.0,159.0
3014,285.5,195.5,3.39,235.0,191.0,154.0
3015,291.5,195.5,3.39,233.0,187.0,150.0
3016,297.5,195.5,3.39,234.0,183.0,149.0
3017,303.5,195.5,3.39,230.0,179.0,147.0
3018,309.5,195.5,3.39,228.0,176.0,144.0
3019,315.67,197.33,4.15,206.0,162.0,136.0
3020,323.86,195.27,3.95,172.0,129.0,106.0
3021,364.05,196.24,3.61,94.0,33.0,27.0
3022,369.76,195.73,3.24,196.0,109.0,93.0
3023,375.39,195.53,3.39,197.0,105.0,80.0
3024,382.02,195.4,3.66,213.0,134.0,104.0
3025,392.91,195.53,3.7,253.0,251.0,247.0
3026,399.5,195.5,3.39,254.0,254.0,254.0
3027,405.5,195.5,3.39,255.0,255.0,255.0
3028,411.5,195.5,3.39,255.0,255.0,255.0
3029,417.5,195.5,3.39,255.0,255.0,255.0
3030,423.5,195.5,3.39,255.0,255.0,255.0
3031,429.5,195.5,3.39,255.0,255.0,255.0
3032,435.5,195.5,3.39,255.0,255.0,255.0
3033,441.5,195.5,3.39,255.0,255.0,255.0
3034,447.5,195.5,3.39,255.0,255.0,255.0
3035,453.5,195.5,3.39,255.0,255.0,255.0
3036,459.5,195.5,3.39,255.0,255.0,255.0
3037,465.5,195.5,3.39,255.0,255.0,255.0
3038,471.5,195.5,3.39,255.0,255.0,255.0
3039,477.5,195.5,3.39,255.0,255.0,255.0
3040,483.5,195.5,3.39,255.0,255.0,255.0
3041,489.5,195.5,3.39,255.0,255.0,255.0
3042,495.5,195.5,3.39,255.0,255.0,255.0
3043,501.5,195.5,3.39,255.0,255.0,255.0
3044,507.5,195.5,3.39,255.0,255.0,255.0
3045,513.5,195.5,3.39,255.0,255.0,255.0
3046,519.5,195.5,3.39,255.0,255.0,255.0
3047,525.5,195.5,3.39,255.0,255.0,255.0
3048,531.5,195.5,3.39,255.0,255.0,255.0
3049,537.5,195.5,3.39,255.0,255.0,255.0
3050,543.5,195.5,3.39,255.0,255.0,255.0
3051,549.5,195.5,3.39,255.0,255.0,255.0
3052,555.5,195.5,3.39,255.0,255.0,255.0
3053,560.5,195.5,2.76,255.0,255.0,255.0
3054,225.72,197.09,3.19,64.0,39.0,44.0
3055,208.12,201.03,3.19,66.0,42.0,60.0
3056,231.61,200.9,3.61,62.0,39.0,48.0
3057,189.22,201.75,3.19,231.0,190.0,158.0
3058,196.61,201.21,3.48,237.0,204.0,172.0
3059,219.44,201.07,3.61,80.0,55.0,63.0
3060,321.2,200.75,3.57,56.0,31.0,36.0
3061,327.5,201.0,3.66,56.0,40.0,48.0
3062,376.61,201.47,3.39,210.0,132.0,96.0
3063,387.42,201.77,2.88,244.0,229.0,217.0
3064,3.0,201.5,3.66,255.0,255.0,255.0
3065,9.5,201.5,3.39,255.0,255.0,255.0
3066,15.5,201.5,3.39,255.0,255.0,255.0
3067,21.5,201.5,3.39,255.0,255.0,255.0
3068,27.5,201.5,3.39,255.0,255.0,255.0
3069,33.5,201.5,3.39,255.0,255.0,255.0
3070,39.5,201.5,3.39,255.0,255.0,255.0
3071,45.5,201.5,3.39,255.0,255.0,255.0
3072,51.5,201.5,3.39,255.0,255.0,255.0
3073,57.5,201.5,3.39,255.0,255.0,255.0
3074,63.5,201.5,3.39,255.0,255.0,255.0
3075,69.5,201.5,3.39,255.0,255.0,255.0
3076,75.5,201.5,3.39,255.0,255.0,255.0
3077,81.5,201.5,3.39,255.0,255.0,255.0
3078,87.5,201.5,3.39,255.0,255.0,255.0
3079,93.5,201.5,3.39,255.0,255.0,255.0
3080,99.5,201.5,3.39,255.0,255.0,255.0
3081,105.5,201.5,3.39,255.0,255.0,255.0
3082,111.5,201.5,3.39,255.0,255.0,255.0
3083,117.5,201.5,3.39,255.0,255.0,255.0
3084,123.5,201.5,3.39,255.0,255.0,255.0
3085,129.5,201.5,3.39,255.0,255.0,255.0
3086,135.5,201.5,3.39,255.0,255.0,255.0
3087,141.5,201.5,3.39,255.0,255.0,255.0
3088,147.5,201.5,3.39,255.0,255.0,255.0
3089,153.5,201.5,3.39,255.0,255.0,255.0
3090,159.5,201.5,3.39,253.0,254.0,252.0
3091,165.62,201.68,3.43,252.0,248.0,247.0
3092,171.54,201.31,3.34,229.0,191.0,162.0
3093,177.5,201.5,3.39,234.0,195.0,159.0
3094,183.5,201.5,3.39,233.0,190.0,155.0
3095,202.43,201.43,3.34,226.0,187.0,155.0
3096,213.54,201.59,3.43,69.0,52.0,55.0
3097,237.13,201.71,3.14,66.0,44.0,41.0
3098,243.15,201.4,3.57,232.0,195.0,164.0
3099,249.5,201.5,3.39,238.0,197.0,157.0
3100,255.5,201.5,3.39,236.0,197.0,156.0
3101,261.5,201.5,3.39,236.0,197.0,156.0
3102,267.5,201.5,3.39,235.0,196.0,157.0
3103,273.5,201.5,3.39,234.0,192.0,156.0
3104,279.5,201.5,3.39,234.0,189.0,154.0
3105,285.5,201.5,3.39,232.0,186.0,151.0
3106,291.5,201.5,3.39,232.0,182.0,147.0
3107,297.5,201.5,3.39,232.0,178.0,146.0
3108,303.5,201.5,3.39,230.0,175.0,144.0
3109,310.43,201.55,3.87,227.0,173.0,143.0
3110,333.5,201.5,3.39,48.0,35.0,41.0
3111,339.5,201.5,3.39,38.0,29.0,34.0
3112,346.0,201.5,3.66,41.0,29.0,34.0
3113,352.62,201.22,3.19,212.0,147.0,129.0
3114,359.1,201.73,3.61,222.0,172.0,147.0
3115,365.29,202.43,2.99,192.0,119.0,95.0
3116,370.57,201.57,3.34,199.0,105.0,78.0
3117,382.2,201.51,3.34,215.0,141.0,113.0
3118,393.0,201.5,3.66,252.0,253.0,252.0
3119,399.5,201.5,3.39,254.0,254.0,254.0
3120,405.5,201.5,3.39,255.0,255.0,255.0
3121,411.5,201.5,3.39,255.0,255.0,255.0
3122,417.5,201.5,3.39,255.0,255.0,255.0
3123,423.5,201.5,3.39,255.0,255.0,255.0
3124,429.5,201.5,3.39,255.0,255.0,255.0
3125,435.5,201.5,3.39,255.0,255.0,255.0
3126,441.5,201.5,3.39,255.0,255.0,255.0
3127,447.5,201.5,3.39,255.0,255.0,255.0
3128,453.5,201.5,3.39,255.0,255.0,255.0
3129,459.5,201.5,3.39,255.0,255.0,255.0
3130,465.5,201.5,3.39,255.0,255.0,255.0
3131,471.5,201.5,3.39,255.0,255.0,255.0
3132,477.5,201.5,3.39,255.0,255.0,255.0
3133,483.5,201.5,3.39,255.0,255.0,255.0
3134,489.5,201.5,3.39,255.0,255.0,255.0
3135,495.5,201.5,3.39,255.0,255.0,255.0
3136,501.5,201.5,3.39,255.0,255.0,255.0
3137,507.5,201.5,3.39,255.0,255.0,255.0
3138,513.5,201.5,3.39,255.0,255.0,255.0
3139,519.5,201.5,3.39,255.0,255.0,255.0
3140,525.5,201.5,3.39,255.0,255.0,255.0
3141,531.5,201.5,3.39,255.0,255.0,255.0
3142,537.5,201.5,3.39,255.0,255.0,255.0
3143,543.5,201.5,3.39,255.0,255.0,255.0
3144,549.5,201.5,3.39,255.0,255.0,255.0
3145,555.5,201.5,3.39,255.0,255.0,255.0
3146,560.5,201.5,2.76,255.0,255.0,255.0
3147,225.61,202.06,3.14,73.0,51.0,62.0
3148,318.74,206.84,4.44,29.0,17.0,18.0
3149,351.37,207.07,2.93,187.0,134.0,117.0
3150,195.39,207.32,3.48,239.0,210.0,171.0
3151,207.37,208.9,3.61,97.0,68.0,66.0
3152,356.09,207.15,3.24,230.0,159.0,128.0
3153,381.36,207.64,2.99,214.0,160.0,135.0
3154,3.0,207.5,3.66,255.0,255.0,255.0
3155,9.5,207.5,3.39,255.0,255.0,255.0
3156,15.5,207.5,3.39,255.0,255.0,255.0
3157,21.5,207.5,3.39,255.0,255.0,255.0
3158,27.5,207.5,3.39,255.0,255.0,255.0
3159,33.5,207.5,3.39,255.0,255.0,255.0
3160,39.5,207.5,3.39,255.0,255.0,255.0
3161,45.5,207.5,3.39,255.0,255.0,255.0
3162,51.5,207.5,3.39,255.0,255.0,255.0
3163,57.5,207.5,3.39,255.0,255.0,255.0
3164,63.5,207.5,3.39,255.0,255.0,255.0
3165,69.5,207.5,3.39,255.0,255.0,255.0
3166,75.5,207.5,3.39,255.0,255.0,255.0
3167,81.5,207.5,3.39,255.0,255.0,255.0
3168,87.5,207.5,3.39,255.0,255.0,255.0
3169,93.5,207.5,3.39,255.0,255.0,255.0
3170,99.5,207.5,3.39,255.0,255.0,255.0
3171,105.5,207.5,3.39,255.0,255.0,255.0
3172,111.5,207.5,3.39,255.0,255.0,255.0
3173,117.5,207.5,3.39,255.0,255.0,255.0
3174,123.5,207.5,3.39,255.0,255.0,255.0
3175,129.5,207.5,3.39,255.0,255.0,255.0
3176,135.5,207.5,3.39,255.0,255.0,255.0
3177,141.5,207.5,3.39,255.0,255.0,255.0
3178,147.5,207.5,3.39,255.0,255.0,255.0
3179,153.5,207.5,3.39,255.0,255.0,255.0
3180,159.5,207.5,3.39,254.0,254.0,254.0
3181,166.18,207.55,3.74,253.0,253.0,253.0
3182,172.62,207.14,3.04,234.0,205.0,184.0
3183,177.73,207.64,3.24,234.0,197.0,162.0
3184,183.5,207.5,3.39,239.0,205.0,163.0
3185,189.5,207.5,3.39,236.0,203.0,162.0
3186,201.85,207.6,3.57,230.0,186.0,153.0
3187,212.62,207.68,3.43,43.0,37.0,44.0
3188,219.15,207.4,3.57,66.0,43.0,50.0
3189,225.5,207.5,3.39,75.0,50.0,60.0
3190,231.5,207.5,3.39,78.0,52.0,62.0
3191,237.77,207.62,3.52,74.0,48.0,52.0
3192,243.76,207.78,3.43,222.0,185.0,165.0
3193,249.57,207.59,3.43,234.0,189.0,151.0
3194,255.5,207.5,3.39,234.0,189.0,152.0
3195,261.5,207.5,3.39,233.0,188.0,151.0
3196,267.5,207.5,3.39,233.0,188.0,150.0
3197,273.5,207.5,3.39,231.0,186.0,149.0
3198,279.5,207.5,3.39,229.0,183.0,148.0
3199,285.5,207.5,3.39,228.0,180.0,146.0
3200,291.5,207.5,3.39,228.0,176.0,144.0
3201,297.5,207.5,3.39,228.0,174.0,142.0
3202,303.5,207.5,3.39,225.0,172.0,134.0
3203,310.35,207.41,3.83,223.0,168.0,138.0
3204,327.07,207.44,3.61,40.0,31.0,39.0
3205,333.5,207.5,3.39,39.0,28.0,38.0
3206,339.5,207.5,3.39,38.0,25.0,33.0
3207,346.0,207.8,3.83,44.0,28.0,32.0
3208,362.36,208.15,3.52,232.0,174.0,151.0
3209,369.29,207.39,3.48,207.0,126.0,97.0
3210,375.77,207.38,3.52,218.0,134.0,102.0
3211,387.21,207.67,3.52,251.0,251.0,246.0
3212,393.5,207.5,3.39,253.0,254.0,253.0
3213,399.5,207.5,3.39,254.0,254.0,254.0
3214,405.5,207.5,3.39,255.0,255.0,255.0
3215,411.5,207.5,3.39,255.0,255.0,255.0
3216,417.5,207.5,3.39,255.0,255.0,255.0
3217,423.5,207.5,3.39,255.0,255.0,255.0
3218,429.5,207.5,3.39,255.0,255.0,255.0
3219,435.5,207.5,3.39,255.0,255.0,255.0
3220,441.5,207.5,3.39,255.0,255.0,255.0
3221,447.5,207.5,3.39,255.0,255.0,255.0
3222,453.5,207.5,3.39,255.0,255.0,255.0
3223,459.5,207.5,3.39,255.0,255.0,255.0
3224,465.5,207.5,3.39,255.0,255.0,255.0
3225,471.5,207.5,3.39,255.0,255.0,255.0
3226,477.5,207.5,3.39,255.0,255.0,255.0
3227,483.5,207.5,3.39,255.0,255.0,255.0
3228,489.5,207.5,3.39,255.0,255.0,255.0
3229,495.5,207.5,3.39,255.0,255.0,255.0
3230,501.5,207.5,3.39,255.0,255.0,255.0
3231,507.5,207.5,3.39,255.0,255.0,255.0
3232,513.5,207.5,3.39,255.0,255.0,255.0
3233,519.5,207.5,3.39,255.0,255.0,255.0
3234,525.5,207.5,3.39,255.0,255.0,255.0
3235,531.5,207.5,3.39,255.0,255.0,255.0
3236,537.5,207.5,3.39,255.0,255.0,255.0
3237,543.5,207.5,3.39,255.0,255.0,255.0
3238,549.5,207.5,3.39,255.0,255.0,255.0
3239,555.5,207.5,3.39,255.0,255.0,255.0
3240,560.5,207.5,2.76,255.0,255.0,255.0
3241,171.74,213.4,3.66,251.0,252.0,248.0
3242,315.43,213.7,3.43,23.0,13.0,12.0
3243,321.6,213.15,3.57,20.0,16.0,21.0
3244,357.55,213.32,3.48,225.0,165.0,136.0
3245,369.39,213.5,3.48,218.0,150.0,113.0
3246,381.82,213.5,3.29,248.0,241.0,233.0
3247,3.0,213.5,3.66,255.0,255.0,255.0
3248,9.5,213.5,3.39,255.0,255.0,255.0
3249,15.5,213.5,3.39,255.0,255.0,255.0
3250,21.5,213.5,3.39,255.0,255.0,255.0
3251,27.5,213.5,3.39,255.0,255.0,255.0
3252,33.5,213.5,3.39,255.0,255.0,255.0
3253,39.5,213.5,3.39,255.0,255.0,255.0
3254,45.5,213.5,3.39,255.0,255.0,255.0
3255,51.5,213.5,3.39,255.0,255.0,255.0
3256,57.5,213.5,3.39,255.0,255.0,255.0
3257,63.5,213.5,3.39,255.0,255.0,255.0
3258,69.5,213.5,3.39,255.0,255.0,255.0
3259,75.5,213.5,3.39,255.0,255.0,255.0
3260,81.5,213.5,3.39,255.0,255.0,255.0
3261,87.5,213.5,3.39,255.0,255.0,255.0
3262,93.5,213.5,3.39,255.0,255.0,255.0
3263,99.5,213.5,3.39,255.0,255.0,255.0
3264,105.5,213.5,3.39,255.0,255.0,255.0
3265,111.5,213.5,3.39,255.0,255.0,255.0
3266,117.5,213.5,3.39,255.0,255.0,255.0
3267,123.5,213.5,3.39,255.0,255.0,255.0
